Time	Water column behaviour	Prey present	Prey abundance	Foraging behavior	Cons/Hetero	Cons/Hetero abundance	Direction	Comments
313.50	Flapping (F)				Conspecific (CS)	2	Following (FL)	
313.53	Flapping (F)				Conspecific (CS)	2	Following (FL)	
313.57	Flapping (F)				Conspecific (CS)	2	Following (FL)	
313.60	Flapping (F)				Conspecific (CS)	2	Following (FL)	
313.63	Flapping (F)				Conspecific (CS)	2	Following (FL)	
313.67	Flapping (F)				Conspecific (CS)	2	Following (FL)	
313.70	Flapping (F)				Conspecific (CS)	2	Following (FL)	
313.73	Flapping (F)				Conspecific (CS)	2	Following (FL)	
313.77	Flapping (F)				Conspecific (CS)	2	Following (FL)	
313.80	Flapping (F)				Conspecific (CS)	2	Following (FL)	
313.83	Flapping (F)				Conspecific (CS)	2	Following (FL)	
313.87	Flapping (F)				Conspecific (CS)	2	Following (FL)	
313.90	Flapping (F)				Conspecific (CS)	2	Following (FL)	
313.93	Flapping (F)				Conspecific (CS)	2	Following (FL)	
313.97	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.00	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.03	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.07	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.10	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.13	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.17	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.20	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.23	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.27	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.30	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.33	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.37	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.40	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.43	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.47	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.50	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.53	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.57	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.60	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.63	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.67	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.70	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.73	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.77	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.80	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.83	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.87	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.90	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.93	Flapping (F)				Conspecific (CS)	2	Following (FL)	
314.97	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.00	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.03	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.07	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.10	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.13	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.17	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.20	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.23	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.27	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.30	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.33	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.37	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.40	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.43	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.47	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.50	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.53	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.57	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.60	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.63	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.67	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.70	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.73	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.77	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.80	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.83	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.87	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.90	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.93	Flapping (F)				Conspecific (CS)	2	Following (FL)	
315.97	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.00	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.03	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.07	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.10	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.13	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.17	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.20	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.23	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.27	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.30	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.33	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.37	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.40	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.43	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.47	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.50	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.53	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.57	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.60	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.63	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.67	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.70	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.73	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.77	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.80	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.83	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.87	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.90	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.93	Flapping (F)				Conspecific (CS)	2	Following (FL)	
316.97	Flapping (F)				Conspecific (CS)	2	Following (FL)	
317.00	Flapping (F)				Conspecific (CS)	2	Following (FL)	
317.03	Flapping (F)				Conspecific (CS)	2	Following (FL)	
317.07	Flapping (F)				Conspecific (CS)	2	Following (FL)	
317.10	Flapping (F)				Conspecific (CS)	2	Following (FL)	
317.13	Flapping (F)				Conspecific (CS)	2	Following (FL)	
317.17	Flapping (F)				Conspecific (CS)	2	Following (FL)	
317.20	Flapping (F)				Conspecific (CS)	2	Following (FL)	
317.23	Flapping (F)				Conspecific (CS)	2	Following (FL)	
317.27	Gliding (G)				Conspecific (CS)	2	Following (FL)	
317.30	Gliding (G)							
317.33	Gliding (G)							
317.37	Gliding (G)							
317.40	Gliding (G)							
317.43	Gliding (G)							
317.47	Gliding (G)							
317.50	Gliding (G)							
317.53	Gliding (G)							
317.57	Gliding (G)							
317.60	Gliding (G)							
317.63	Gliding (G)							
317.67	Gliding (G)							
317.70	Flapping (F)							
317.73	Flapping (F)							
317.77	Flapping (F)							
317.80	Flapping (F)							
317.83	Flapping (F)							
317.87	Flapping (F)							
317.90	Flapping (F)							
317.93	Flapping (F)							
317.97	Flapping (F)							
318.00	Flapping (F)							
318.03	Flapping (F)							
318.07	Flapping (F)							
318.10	Flapping (F)							
318.13	Flapping (F)							
318.17	Flapping (F)							
318.20	Flapping (F)							
318.23	Flapping (F)							
318.27	Flapping (F)							
318.30	Flapping (F)							
318.33	Flapping (F)							
318.37	Flapping (F)							
318.40	Flapping (F)							
318.43	Flapping (F)							
318.47	Flapping (F)							
318.50	Flapping (F)							
318.53	Flapping (F)							
318.57	Flapping (F)							
318.60	Flapping (F)							
318.63	Flapping (F)							
318.67	Flapping (F)							
318.70	Flapping (F)							
318.73	Flapping (F)							
318.77	Flapping (F)							
318.80	Flapping (F)							
318.83	Flapping (F)							
318.87	Flapping (F)							
318.90	Flapping (F)							
318.93	Flapping (F)							
318.97	Flapping (F)							
319.00	Flapping (F)							
319.03	Flapping (F)							
319.07	Flapping (F)							
319.10	Flapping (F)							
319.13	Flapping (F)							
319.17	Flapping (F)							
319.20	Flapping (F)							
319.23	Flapping (F)							
319.27	Flapping (F)							
319.30	Flapping (F)							
319.33	Flapping (F)							
319.37	Flapping (F)							
319.40	Flapping (F)							
319.43	Flapping (F)							
319.47	Flapping (F)							
319.50	Flapping (F)				Conspecific (CS)	1	Leftward (LW)	
319.53	Flapping (F)				Conspecific (CS)	1	Leftward (LW)	
319.57	Flapping (F)				Conspecific (CS)	1	Leftward (LW)	
319.60	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
319.63	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
319.67	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
319.70	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
319.73	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
319.77	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
319.80	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
319.83	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
319.87	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
319.90	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
319.93	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
319.97	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
320.00	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
320.03	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
320.07	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
320.10	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
320.13	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
320.17	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
320.20	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
320.23	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
320.27	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
320.30	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
320.33	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
320.37	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
320.40	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
320.43	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
320.47	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
320.50	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
320.53	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
320.57	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
320.60	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
320.63	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
320.67	Gliding (G)				Conspecific (CS)	1	Leftward (LW)	
320.70	Gliding (G)							
320.73	Gliding (G)							
320.77	Gliding (G)							
320.80	Gliding (G)							
320.83	Gliding (G)							
320.87	Gliding (G)							
320.90	Gliding (G)							
320.93	Gliding (G)							
320.97	Gliding (G)							
321.00	Gliding (G)							
321.03	Gliding (G)							
321.07	Gliding (G)							
321.10	Gliding (G)							
321.13	Gliding (G)							
321.17	Gliding (G)							
321.20	Gliding (G)							
321.23	Gliding (G)							
321.27	Gliding (G)							
321.30	Gliding (G)							
321.33	Gliding (G)							
321.37	Gliding (G)							
321.40	Gliding (G)							
321.43	Gliding (G)							
321.47	Gliding (G)							
321.50	Gliding (G)							
321.53	Gliding (G)							
321.57	Gliding (G)							
321.60	Gliding (G)							
321.63	Gliding (G)							
321.67	Gliding (G)							
321.70	Gliding (G)							
321.73	Gliding (G)							
321.77	Gliding (G)							
321.80	Gliding (G)							
321.83	Gliding (G)							
321.87	Gliding (G)							
321.90	Gliding (G)							
321.93	Gliding (G)							
321.97	Gliding (G)							
322.00	Gliding (G)							
322.03	Gliding (G)							
322.07	Gliding (G)							
322.10	Gliding (G)							
322.13	Gliding (G)							
322.17	Gliding (G)							
322.20	Gliding (G)							
322.23	Gliding (G)							
322.27	Gliding (G)							
322.30	Gliding (G)							
322.33	Gliding (G)							
322.37	Gliding (G)							
322.40	Gliding (G)							
322.43	Gliding (G)							
322.47	Gliding (G)							
322.50	Gliding (G)							
322.53	Gliding (G)							
322.57	Gliding (G)							
322.60	Gliding (G)							
322.63	Gliding (G)							
322.67	Gliding (G)							
322.70	Gliding (G)							
322.73	Gliding (G)							
322.77	Gliding (G)							
322.80	Gliding (G)							
322.83	Gliding (G)							
322.87	Gliding (G)							
322.90	Gliding (G)							
322.93	Gliding (G)							
322.97	Gliding (G)							
323.00	Gliding (G)							
323.03	Gliding (G)							
323.07	Gliding (G)							
323.10	Gliding (G)							
323.13	Gliding (G)							
323.17	Gliding (G)							
323.20	Gliding (G)							
323.23	Gliding (G)							
323.27	Gliding (G)							
323.30	Gliding (G)							
323.33	Gliding (G)							
323.37	Gliding (G)							
323.40	Gliding (G)							
323.43	Gliding (G)							
323.47	Gliding (G)							
323.50	Gliding (G)							
323.53	Gliding (G)							
323.57	Gliding (G)							
323.60	Gliding (G)							
323.63	Gliding (G)							
323.67	Gliding (G)							
323.70	Gliding (G)							
323.73	Gliding (G)							
323.77	Gliding (G)							
323.80	Gliding (G)							
323.83	Gliding (G)							
323.87	Gliding (G)							
323.90	Gliding (G)							
323.93	Gliding (G)							
323.97	Gliding (G)							
324.00	Gliding (G)							
324.03	Gliding (G)							
324.07	Gliding (G)							
324.10	Gliding (G)							
324.13	Gliding (G)							
324.17	Gliding (G)							
324.20	Gliding (G)							
324.23	Gliding (G)							
324.27	Gliding (G)							
324.30	Gliding (G)							
324.33	Gliding (G)							
324.37	Gliding (G)							
324.40	Gliding (G)							
324.43	Gliding (G)							
324.47	Gliding (G)							
324.50	Gliding (G)							
324.53	Gliding (G)							
324.57	Gliding (G)							
324.60	Gliding (G)							
324.63	Gliding (G)							
324.67	Gliding (G)							
324.70	Gliding (G)							
324.73	Gliding (G)							
324.77	Gliding (G)							
324.80	Gliding (G)							
324.83	Gliding (G)							
324.87	Gliding (G)							
324.90	Gliding (G)							
324.93	Gliding (G)							
324.97	Gliding (G)							
325.00	Gliding (G)							
325.03	Gliding (G)							
325.07	Gliding (G)							
325.10	Gliding (G)							
325.13	Gliding (G)							
325.17	Gliding (G)							
325.20	Gliding (G)							
325.23	Gliding (G)							
325.27	Gliding (G)							
325.30	Gliding (G)							
325.33	Gliding (G)							
325.37	Gliding (G)							
325.40	Gliding (G)							
325.43	Gliding (G)							
325.47	Gliding (G)							
325.50	Gliding (G)							
325.53	Gliding (G)							
325.57	Gliding (G)							
325.60	Gliding (G)							
325.63	Gliding (G)							
325.67	Gliding (G)							
325.70	Gliding (G)							
325.73	Gliding (G)							
325.77	Gliding (G)							
325.80	Gliding (G)							
325.83	Gliding (G)							
325.87	Gliding (G)							
325.90	Gliding (G)							
325.93	Gliding (G)							
325.97	Gliding (G)							
326.00	Gliding (G)							
326.03	Gliding (G)							
326.07	Gliding (G)							
326.10	Gliding (G)							
326.13	Gliding (G)							
326.17	Gliding (G)							
326.20	Gliding (G)							
326.23	Gliding (G)							
326.27	Gliding (G)							
326.30	Gliding (G)							
326.33	Gliding (G)							
326.37	Gliding (G)							
326.40	Gliding (G)							
